Date, NAVPS 
7-Dec-17, 1.3539 
8-Dec-17, 1.3698 
11-Dec-17, 1.3802 
12-Dec-17, 1.3763 
13-Dec-17, 1.3788 
14-Dec-17, 1.3908 
15-Dec-17, 1.3743 
18-Dec-17, 1.3847 
19-Dec-17, 1.3745 
20-Dec-17, 1.3748 
21-Dec-17, 1.3748 
22-Dec-17, 1.3834 
27-Dec-17, 1.3928 
28-Dec-17, 1.3999 
29-Dec-17, 1.4043 
3-Jan-18, 1.4235 
4-Jan-18, 1.4237 
5-Jan-18, 1.4278 
8-Jan-18, 1.4207 
9-Jan-18, 1.4445 
10-Jan-18, 1.4451 
11-Jan-18, 1.4295 
12-Jan-18, 1.4310 
15-Jan-18, 1.4363 
16-Jan-18, 1.4394 
17-Jan-18, 1.4326 
18-Jan-18, 1.4275 
19-Jan-18, 1.4402 
22-Jan-18, 1.4473 
23-Jan-18, 1.4514 
24-Jan-18, 1.4418 
25-Jan-18, 1.4517 
26-Jan-18, 1.4575 
29-Jan-18, 1.4593 
30-Jan-18, 1.4383 
31-Jan-18, 1.4194 
1-Feb-18, 1.4171 
2-Feb-18, 1.4264 
5-Feb-18, 1.3957 
6-Feb-18, 1.3892 
7-Feb-18, 1.4051 
8-Feb-18, 1.4022 
9-Feb-18, 1.3828 
12-Feb-18, 1.3794 
13-Feb-18, 1.3875 
14-Feb-18, 1.3915 
15-Feb-18, 1.3936 
19-Feb-18, 1.4105 
20-Feb-18, 1.4106 
21-Feb-18, 1.3969 
22-Feb-18, 1.3804 
23-Feb-18, 1.3761 
26-Feb-18, 1.3799 
27-Feb-18, 1.3952 
28-Feb-18, 1.3780 
1-Mar-18, 1.3780 
2-Mar-18, 1.3789 
5-Mar-18, 1.3703 
6-Mar-18, 1.3671 
7-Mar-18, 1.3742 
8-Mar-18, 1.3693 
9-Mar-18, 1.3678 
12-Mar-18, 1.3808 
13-Mar-18, 1.3749 
14-Mar-18, 1.3651 
15-Mar-18, 1.3422 
16-Mar-18, 1.3498 
19-Mar-18, 1.3498 
20-Mar-18, 1.3252 
21-Mar-18, 1.3041 
22-Mar-18, 1.3354 
23-Mar-18, 1.3135 
26-Mar-18, 1.3078 
27-Mar-18, 1.3212 
28-Mar-18, 1.3142 
2-Apr-18, 1.3213 
3-Apr-18, 1.3220 
4-Apr-18, 1.3143 
5-Apr-18, 1.3169 
6-Apr-18, 1.3083 
10-Apr-18, 1.3090 
11-Apr-18, 1.3095 
12-Apr-18, 1.3238 
13-Apr-18, 1.3025 
16-Apr-18, 1.2986 
17-Apr-18, 1.2770 
18-Apr-18, 1.2874 
19-Apr-18, 1.2713 
20-Apr-18, 1.2780 
23-Apr-18, 1.2759 
24-Apr-18, 1.2597 
25-Apr-18, 1.2541 
26-Apr-18, 1.2620 
27-Apr-18, 1.2742 
30-Apr-18, 1.2905 
2-May-18, 1.2816 
3-May-18, 1.2535 
4-May-18, 1.2555 
7-May-18, 1.2548 
8-May-18, 1.2611 
9-May-18, 1.2590 
10-May-18, 1.2621 
11-May-18, 1.2837 
15-May-18, 1.3008 
16-May-18, 1.2987 
17-May-18, 1.2747 
18-May-18, 1.2711 
21-May-18, 1.2707 
22-May-18, 1.2674 
23-May-18, 1.2569 
24-May-18, 1.2684 
