Philequity Fund,,Philequity PSE Index Fund,,Philequity Dividend Yield Fund,,Philequity Peso Bond Fund,,Philequity Dollar Income Fund,
Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS 
23-Jul-96, 2.0231 ,,,,,,,,
24-Jul-96, 1.9874 ,,,,,,,,
25-Jul-96, 1.9864 ,,,,,,,,
26-Jul-96, 1.9662 ,,,,,,,,
29-Jul-96, 1.9353 ,,,,,,,,
30-Jul-96, 1.9146 ,,,,,,,,
31-Jul-96, 1.9434 ,,,,,,,,
1-Aug-96, 1.9572 ,,,,,,,,
2-Aug-96, 1.9657 ,,,,,,,,
5-Aug-96, 1.9583 ,,,,,,,,
6-Aug-96, 1.9489 ,,,,,,,,
7-Aug-96, 1.9443 ,,,,,,,,
8-Aug-96, 1.9321 ,,,,,,,,
9-Aug-96, 1.9291 ,,,,,,,,
12-Aug-96, 1.9295 ,,,,,,,,
13-Aug-96, 1.9215 ,,,,,,,,
14-Aug-96, 1.9156 ,,,,,,,,
15-Aug-96, 1.9104 ,,,,,,,,
16-Aug-96, 1.9248 ,,,,,,,,
19-Aug-96, 1.9200 ,,,,,,,,
20-Aug-96, 1.9271 ,,,,,,,,
21-Aug-96, 1.9437 ,,,,,,,,
22-Aug-96, 1.9756 ,,,,,,,,
23-Aug-96, 2.0129 ,,,,,,,,
26-Aug-96, 2.0075 ,,,,,,,,
27-Aug-96, 2.0012 ,,,,,,,,
28-Aug-96, 2.0171 ,,,,,,,,
29-Aug-96, 2.0104 ,,,,,,,,
30-Aug-96, 2.0165 ,,,,,,,,
2-Sep-96, 2.0212 ,,,,,,,,
3-Sep-96, 2.0110 ,,,,,,,,
4-Sep-96, 2.0059 ,,,,,,,,
5-Sep-96, 1.9965 ,,,,,,,,
6-Sep-96, 1.9735 ,,,,,,,,
9-Sep-96, 1.9697 ,,,,,,,,
10-Sep-96, 1.9764 ,,,,,,,,
11-Sep-96, 1.9723 ,,,,,,,,
12-Sep-96, 1.9823 ,,,,,,,,
13-Sep-96, 1.9959 ,,,,,,,,
16-Sep-96, 2.0113 ,,,,,,,,
17-Sep-96, 2.0262 ,,,,,,,,
18-Sep-96, 2.0332 ,,,,,,,,
19-Sep-96, 2.0455 ,,,,,,,,
20-Sep-96, 2.0593 ,,,,,,,,
23-Sep-96, 2.0935 ,,,,,,,,
24-Sep-96, 2.0864 ,,,,,,,,
25-Sep-96, 2.0763 ,,,,,,,,
26-Sep-96, 2.0752 ,,,,,,,,
27-Sep-96, 2.0716 ,,,,,,,,
30-Sep-96, 2.0522 ,,,,,,,,
1-Oct-96, 2.0660 ,,,,,,,,
2-Oct-96, 2.0604 ,,,,,,,,
3-Oct-96, 2.0354 ,,,,,,,,
4-Oct-96, 2.0501 ,,,,,,,,
7-Oct-96, 2.0655 ,,,,,,,,
8-Oct-96, 2.0284 ,,,,,,,,
9-Oct-96, 2.0289 ,,,,,,,,
10-Oct-96, 2.0381 ,,,,,,,,
11-Oct-96, 2.0063 ,,,,,,,,
14-Oct-96, 2.0061 ,,,,,,,,
15-Oct-96, 2.0005 ,,,,,,,,
16-Oct-96, 2.0309 ,,,,,,,,
17-Oct-96, 2.0404 ,,,,,,,,
18-Oct-96, 2.0490 ,,,,,,,,
21-Oct-96, 2.0365 ,,,,,,,,
22-Oct-96, 2.0238 ,,,,,,,,
23-Oct-96, 2.0250 ,,,,,,,,
24-Oct-96, 2.0307 ,,,,,,,,
25-Oct-96, 2.0239 ,,,,,,,,
28-Oct-96, 2.0001 ,,,,,,,,
29-Oct-96, 2.0155 ,,,,,,,,
30-Oct-96, 2.0092 ,,,,,,,,
31-Oct-96, 2.0261 ,,,,,,,,
4-Nov-96, 2.0194 ,,,,,,,,
5-Nov-96, 2.0258 ,,,,,,,,
6-Nov-96, 2.0270 ,,,,,,,,
7-Nov-96, 2.0550 ,,,,,,,,
8-Nov-96, 2.0424 ,,,,,,,,
11-Nov-96, 2.0347 ,,,,,,,,
12-Nov-96, 2.0314 ,,,,,,,,
13-Nov-96, 2.0341 ,,,,,,,,
14-Nov-96, 2.0216 ,,,,,,,,
15-Nov-96, 2.0233 ,,,,,,,,
18-Nov-96, 2.0166 ,,,,,,,,
19-Nov-96, 2.0234 ,,,,,,,,
20-Nov-96, 2.0707 ,,,,,,,,
21-Nov-96, 2.0520 ,,,,,,,,
22-Nov-96, 2.0429 ,,,,,,,,
25-Nov-96, 2.0405 ,,,,,,,,
26-Nov-96, 2.0412 ,,,,,,,,
27-Nov-96, 2.0452 ,,,,,,,,
28-Nov-96, 2.0365 ,,,,,,,,
29-Nov-96, 2.0360 ,,,,,,,,
2-Dec-96, 2.0337 ,,,,,,,,
3-Dec-96, 2.0326 ,,,,,,,,
4-Dec-96, 2.0335 ,,,,,,,,
5-Dec-96, 2.0508 ,,,,,,,,
6-Dec-96, 2.0473 ,,,,,,,,
9-Dec-96, 2.0332 ,,,,,,,,
10-Dec-96, 2.0763 ,,,,,,,,
11-Dec-96, 2.0688 ,,,,,,,,
12-Dec-96, 2.0584 ,,,,,,,,
13-Dec-96, 2.0584 ,,,,,,,,
16-Dec-96, 2.0990 ,,,,,,,,
17-Dec-96, 2.0890 ,,,,,,,,
18-Dec-96, 2.0870 ,,,,,,,,
19-Dec-96, 2.1067 ,,,,,,,,
20-Dec-96, 2.1052 ,,,,,,,,
23-Dec-96, 2.0814 ,,,,,,,,
24-Dec-96, 2.0971 ,,,,,,,,
26-Dec-96, 2.1077 ,,,,,,,,
27-Dec-96, 2.1213 ,,,,,,,,
2-Jan-97, 2.1064 ,,,,,,,,
3-Jan-97, 2.1029 ,,,,,,,,
6-Jan-97, 2.1179 ,,,,,,,,
7-Jan-97, 2.1248 ,,,,,,,,
8-Jan-97, 2.1208 ,,,,,,,,
9-Jan-97, 2.1467 ,,,,,,,,
10-Jan-97, 2.1789 ,,,,,,,,
13-Jan-97, 2.2052 ,,,,,,,,
14-Jan-97, 2.2101 ,,,,,,,,
15-Jan-97, 2.2104 ,,,,,,,,
16-Jan-97, 2.2259 ,,,,,,,,
17-Jan-97, 2.2188 ,,,,,,,,
20-Jan-97, 2.2233 ,,,,,,,,
21-Jan-97, 2.2229 ,,,,,,,,
22-Jan-97, 2.2806 ,,,,,,,,
23-Jan-97, 2.3165 ,,,,,,,,
24-Jan-97, 2.3069 ,,,,,,,,
27-Jan-97, 2.3238 ,,,,,,,,
28-Jan-97, 2.3309 ,,,,,,,,
29-Jan-97, 2.3693 ,,,,,,,,
30-Jan-97, 2.3951 ,,,,,,,,
31-Jan-97, 2.4385 ,,,,,,,,
3-Feb-97, 2.4408 ,,,,,,,,
4-Feb-97, 2.5464 ,,,,,,,,
5-Feb-97, 2.5535 ,,,,,,,,
6-Feb-97, 2.6178 ,,,,,,,,
7-Feb-97, 2.6399 ,,,,,,,,
10-Feb-97, 2.6517 ,,,,,,,,
11-Feb-97, 2.6423 ,,,,,,,,
12-Feb-97, 2.6481 ,,,,,,,,
13-Feb-97, 2.6481 ,,,,,,,,
14-Feb-97, 2.7417 ,,,,,,,,
17-Feb-97, 2.7551 ,,,,,,,,
18-Feb-97, 2.7755 ,,,,,,,,
19-Feb-97, 2.7887 ,,,,,,,,
20-Feb-97, 2.8054 ,,,,,,,,
21-Feb-97, 2.8692 ,,,,,,,,
24-Feb-97, 2.9282 ,,,,,,,,
25-Feb-97, 2.9097 ,,,,,,,,
26-Feb-97, 2.9005 ,,,,,,,,
27-Feb-97, 2.8689 ,,,,,,,,
28-Feb-97, 2.8844 ,,,,,,,,
3-Mar-97, 2.8820 ,,,,,,,,
4-Mar-97, 2.8072 ,,,,,,,,
5-Mar-97, 2.8355 ,,,,,,,,
6-Mar-97, 2.8273 ,,,,,,,,
7-Mar-97, 2.8132 ,,,,,,,,
10-Mar-97, 2.8507 ,,,,,,,,
11-Mar-97, 2.8872 ,,,,,,,,
12-Mar-97, 2.8940 ,,,,,,,,
13-Mar-97, 2.8786 ,,,,,,,,
14-Mar-97, 2.8527 ,,,,,,,,
17-Mar-97, 2.7616 ,,,,,,,,
18-Mar-97, 2.7236 ,,,,,,,,
19-Mar-97, 2.7568 ,,,,,,,,
20-Mar-97, 2.8064 ,,,,,,,,
21-Mar-97, 2.8525 ,,,,,,,,
24-Mar-97, 2.8149 ,,,,,,,,
25-Mar-97, 2.8309 ,,,,,,,,
26-Mar-97, 2.8081 ,,,,,,,,
31-Mar-97, 2.7776 ,,,,,,,,
1-Apr-97, 2.7914 ,,,,,,,,
2-Apr-97, 2.7760 ,,,,,,,,
3-Apr-97, 2.7081 ,,,,,,,,
4-Apr-97, 2.6748 ,,,,,,,,
7-Apr-97, 2.6279 ,,,,,,,,
8-Apr-97, 2.5913 ,,,,,,,,
10-Apr-97, 2.6039 ,,,,,,,,
11-Apr-97, 2.6172 ,,,,,,,,
14-Apr-97, 2.5840 ,,,,,,,,
15-Apr-97, 2.5851 ,,,,,,,,
16-Apr-97, 2.5673 ,,,,,,,,
17-Apr-97, 2.5279 ,,,,,,,,
18-Apr-97, 2.4948 ,,,,,,,,
21-Apr-97, 2.4948 ,,,,,,,,
22-Apr-97, 2.4289 ,,,,,,,,
23-Apr-97, 2.4645 ,,,,,,,,
24-Apr-97, 2.5114 ,,,,,,,,
25-Apr-97, 2.4897 ,,,,,,,,
28-Apr-97, 2.4602 ,,,,,,,,
29-Apr-97, 2.4418 ,,,,,,,,
30-Apr-97, 2.4198 ,,,,,,,,
2-May-97, 2.4021 ,,,,,,,,
5-May-97, 2.4568 ,,,,,,,,
6-May-97, 2.4677 ,,,,,,,,
7-May-97, 2.4574 ,,,,,,,,
8-May-97, 2.4435 ,,,,,,,,
9-May-97, 2.4530 ,,,,,,,,
13-May-97, 2.4430 ,,,,,,,,
14-May-97, 2.4224 ,,,,,,,,
15-May-97, 2.4173 ,,,,,,,,
16-May-97, 2.3989 ,,,,,,,,
19-May-97, 2.3863 ,,,,,,,,
20-May-97, 2.3296 ,,,,,,,,
21-May-97, 2.2948 ,,,,,,,,
22-May-97, 2.3098 ,,,,,,,,
23-May-97, 2.3181 ,,,,,,,,
27-May-97, 2.3392 ,,,,,,,,
28-May-97, 2.3374 ,,,,,,,,
29-May-97, 2.3451 ,,,,,,,,
30-May-97, 2.3465 ,,,,,,,,
2-Jun-97, 2.3523 ,,,,,,,,
3-Jun-97, 2.3546 ,,,,,,,,
4-Jun-97, 2.3605 ,,,,,,,,
5-Jun-97, 2.3628 ,,,,,,,,
6-Jun-97, 2.3546 ,,,,,,,,
9-Jun-97, 2.3590 ,,,,,,,,
10-Jun-97, 2.3772 ,,,,,,,,
11-Jun-97, 2.3676 ,,,,,,,,
13-Jun-97, 2.3712 ,,,,,,,,
16-Jun-97, 2.3680 ,,,,,,,,
17-Jun-97, 2.3612 ,,,,,,,,
18-Jun-97, 2.3743 ,,,,,,,,
19-Jun-97, 2.3895 ,,,,,,,,
20-Jun-97, 2.3827 ,,,,,,,,
23-Jun-97, 2.3720 ,,,,,,,,
24-Jun-97, 2.3775 ,,,,,,,,
25-Jun-97, 2.3728 ,,,,,,,,
26-Jun-97, 2.3761 ,,,,,,,,
27-Jun-97, 2.3824 ,,,,,,,,
30-Jun-97, 2.3737 ,,,,,,,,
1-Jul-97, 2.3700 ,,,,,,,,
2-Jul-97, 2.3676 ,,,,,,,,
3-Jul-97, 2.3369 ,,,,,,,,
4-Jul-97, 2.3446 ,,,,,,,,
7-Jul-97, 2.3467 ,,,,,,,,
8-Jul-97, 2.3536 ,,,,,,,,
9-Jul-97, 2.2988 ,,,,,,,,
10-Jul-97, 2.2955 ,,,,,,,,
11-Jul-97, 2.3417 ,,,,,,,,
14-Jul-97, 2.3198 ,,,,,,,,
15-Jul-97, 2.3034 ,,,,,,,,
16-Jul-97, 2.2451 ,,,,,,,,
17-Jul-97, 2.2529 ,,,,,,,,
18-Jul-97, 2.2739 ,,,,,,,,
21-Jul-97, 2.2651 ,,,,,,,,
22-Jul-97, 2.2596 ,,,,,,,,
23-Jul-97, 2.2395 ,,,,,,,,
24-Jul-97, 2.2127 ,,,,,,,,
25-Jul-97, 2.2144 ,,,,,,,,
28-Jul-97, 2.2159 ,,,,,,,,
29-Jul-97, 2.2147 ,,,,,,,,
30-Jul-97, 2.1939 ,,,,,,,,
31-Jul-97, 2.2245 ,,,,,,,,
1-Aug-97, 2.2341 ,,,,,,,,
4-Aug-97, 2.2374 ,,,,,,,,
5-Aug-97, 2.2632 ,,,,,,,,
6-Aug-97, 2.2782 ,,,,,,,,
7-Aug-97, 2.2990 ,,,,,,,,
8-Aug-97, 2.2968 ,,,,,,,,
11-Aug-97, 2.2768 ,,,,,,,,
12-Aug-97, 2.2746 ,,,,,,,,
13-Aug-97, 2.2578 ,,,,,,,,
14-Aug-97, 2.2481 ,,,,,,,,
15-Aug-97, 2.2387 ,,,,,,,,
18-Aug-97, 2.2134 ,,,,,,,,
20-Aug-97, 2.2287 ,,,,,,,,
21-Aug-97, 2.2422 ,,,,,,,,
22-Aug-97, 2.2466 ,,,,,,,,
25-Aug-97, 2.2282 ,,,,,,,,
26-Aug-97, 2.2144 ,,,,,,,,
27-Aug-97, 2.2077 ,,,,,,,,
28-Aug-97, 2.1672 ,,,,,,,,
29-Aug-97, 2.1314 ,,,,,,,,
1-Sep-97, 2.0998 ,,,,,,,,
2-Sep-97, 2.0812 ,,,,,,,,
3-Sep-97, 2.0948 ,,,,,,,,
4-Sep-97, 2.1138 ,,,,,,,,
5-Sep-97, 2.1156 ,,,,,,,,
8-Sep-97, 2.1107 ,,,,,,,,
9-Sep-97, 2.1462 ,,,,,,,,
10-Sep-97, 2.1206 ,,,,,,,,
11-Sep-97, 2.1134 ,,,,,,,,
12-Sep-97, 2.1072 ,,,,,,,,
15-Sep-97, 2.1115 ,,,,,,,,
16-Sep-97, 2.1060 ,,,,,,,,
17-Sep-97, 2.1065 ,,,,,,,,
18-Sep-97, 2.0723 ,,,,,,,,
19-Sep-97, 2.0960 ,,,,,,,,
22-Sep-97, 2.0996 ,,,,,,,,
23-Sep-97, 2.0820 ,,,,,,,,
24-Sep-97, 2.0827 ,,,,,,,,
25-Sep-97, 2.0832 ,,,,,,,,
26-Sep-97, 2.0812 ,,,,,,,,
29-Sep-97, 2.0870 ,,,,,,,,
30-Sep-97, 2.0945 ,,,,,,,,
1-Oct-97, 2.1133 ,,,,,,,,
2-Oct-97, 2.1000 ,,,,,,,,
3-Oct-97, 2.1095 ,,,,,,,,
6-Oct-97, 2.0985 ,,,,,,,,
7-Oct-97, 2.0908 ,,,,,,,,
8-Oct-97, 2.1094 ,,,,,,,,
9-Oct-97, 2.1251 ,,,,,,,,
10-Oct-97, 2.1353 ,,,,,,,,
13-Oct-97, 2.1422 ,,,,,,,,
14-Oct-97, 2.1446 ,,,,,,,,
15-Oct-97, 2.1445 ,,,,,,,,
16-Oct-97, 2.1563 ,,,,,,,,
17-Oct-97, 2.1762 ,,,,,,,,
20-Oct-97, 2.1685 ,,,,,,,,
21-Oct-97, 2.1589 ,,,,,,,,
22-Oct-97, 2.1439 ,,,,,,,,
23-Oct-97, 2.1204 ,,,,,,,,
24-Oct-97, 2.1219 ,,,,,,,,
27-Oct-97, 2.1087 ,,,,,,,,
28-Oct-97, 2.0862 ,,,,,,,,
29-Oct-97, 2.0811 ,,,,,,,,
30-Oct-97, 2.0800 ,,,,,,,,
31-Oct-97, 2.0618 ,,,,,,,,
3-Nov-97, 2.0565 ,,,,,,,,
4-Nov-97, 2.0724 ,,,,,,,,
5-Nov-97, 2.0644 ,,,,,,,,
6-Nov-97, 2.0634 ,,,,,,,,
7-Nov-97, 2.0661 ,,,,,,,,
10-Nov-97, 2.0658 ,,,,,,,,
11-Nov-97, 2.0645 ,,,,,,,,
12-Nov-97, 2.0856 ,,,,,,,,
13-Nov-97, 2.0501 ,,,,,,,,
14-Nov-97, 2.0534 ,,,,,,,,
17-Nov-97, 2.0633 ,,,,,,,,
18-Nov-97, 2.0765 ,,,,,,,,
19-Nov-97, 2.0699 ,,,,,,,,
20-Nov-97, 2.0528 ,,,,,,,,
21-Nov-97, 2.0072 ,,,,,,,,
24-Nov-97, 1.9954 ,,,,,,,,
25-Nov-97, 1.9688 ,,,,,,,,
26-Nov-97, 1.9652 ,,,,,,,,
27-Nov-97, 1.9436 ,,,,,,,,
28-Nov-97, 1.9493 ,,,,,,,,
1-Dec-97, 1.9508 ,,,,,,,,
2-Dec-97, 1.9423 ,,,,,,,,
3-Dec-97, 1.9489 ,,,,,,,,
4-Dec-97, 1.9614 ,,,,,,,,
5-Dec-97, 1.9873 ,,,,,,,,
8-Dec-97, 1.9980 ,,,,,,,,
9-Dec-97, 1.9939 ,,,,,,,,
10-Dec-97, 1.9841 ,,,,,,,,
11-Dec-97, 1.9752 ,,,,,,,,
12-Dec-97, 1.9595 ,,,,,,,,
15-Dec-97, 1.9524 ,,,,,,,,
16-Dec-97, 1.9614 ,,,,,,,,
17-Dec-97, 1.9635 ,,,,,,,,
18-Dec-97, 1.9800 ,,,,,,,,
19-Dec-97, 1.9852 ,,,,,,,,
22-Dec-97, 1.9783 ,,,,,,,,
23-Dec-97, 1.9356 ,,,,,,,,
24-Dec-97, 2.0002 ,,,,,,,,
29-Dec-97, 2.0092 ,,,,,,,,
31-Dec-97, 2.0109 ,,,,,,,,
2-Jan-98, 2.0180 ,,,,,,,,
5-Jan-98, 2.0069 ,,,,,,,,
6-Jan-98, 1.9905 ,,,,,,,,
7-Jan-98, 1.9849 ,,,,,,,,
8-Jan-98, 1.9573 ,,,,,,,,
9-Jan-98, 1.9413 ,,,,,,,,
12-Jan-98, 1.9466 ,,,,,,,,
13-Jan-98, 1.9626 ,,,,,,,,
14-Jan-98, 1.9861 ,,,,,,,,
15-Jan-98, 1.9814 ,,,,,,,,
16-Jan-98, 1.9709 ,,,,,,,,
19-Jan-98, 1.9935 ,,,,,,,,
20-Jan-98, 2.0015 ,,,,,,,,
21-Jan-98, 1.9904 ,,,,,,,,
22-Jan-98, 1.9932 ,,,,,,,,
23-Jan-98, 1.9896 ,,,,,,,,
26-Jan-98, 2.0020 ,,,,,,,,
27-Jan-98, 1.9984 ,,,,,,,,
28-Jan-98, 2.0192 ,,,,,,,,
29-Jan-98, 2.0190 ,,,,,,,,
30-Jan-98, 2.0328 ,,,,,,,,
2-Feb-98, 2.0638 ,,,,,,,,
3-Feb-98, 2.0564 ,,,,,,,,
4-Feb-98, 2.0513 ,,,,,,,,
5-Feb-98, 2.0782 ,,,,,,,,
6-Feb-98, 2.0725 ,,,,,,,,
9-Feb-98, 2.0672 ,,,,,,,,
10-Feb-98, 2.0759 ,,,,,,,,
11-Feb-98, 2.0935 ,,,,,,,,
12-Feb-98, 2.0880 ,,,,,,,,
13-Feb-98, 2.0936 ,,,,,,,,
16-Feb-98, 2.0881 ,,,,,,,,
17-Feb-98, 2.0938 ,,,,,,,,
18-Feb-98, 2.1027 ,,,,,,,,
19-Feb-98, 2.1099 ,,,,,,,,
20-Feb-98, 2.1158 ,,,,,,,,
23-Feb-98, 2.1137 ,,,,,,,,
24-Feb-98, 2.1124 ,,,,,,,,
25-Feb-98, 2.1198 ,,,,,,,,
26-Feb-98, 2.1214 ,,,,,,,,
27-Feb-98, 2.1376 ,,,,,,,,
2-Mar-98, 2.1491 ,,,,,,,,
3-Mar-98, 2.1667 ,,,,,,,,
4-Mar-98, 2.1572 ,,,,,,,,
5-Mar-98, 2.1679 ,,,,,,,,
6-Mar-98, 2.1579 ,,,,,,,,
9-Mar-98, 2.1958 ,,,,,,,,
10-Mar-98, 2.1342 ,,,,,,,,
11-Mar-98, 2.1413 ,,,,,,,,
12-Mar-98, 2.1384 ,,,,,,,,
13-Mar-98, 2.1459 ,,,,,,,,
16-Mar-98, 2.1426 ,,,,,,,,
17-Mar-98, 2.1464 ,,,,,,,,
18-Mar-98, 2.1816 ,,,,,,,,
19-Mar-98, 2.1686 ,,,,,,,,
20-Mar-98, 2.1854 ,,,,,,,,
23-Mar-98, 2.2192 ,,,,,,,,
24-Mar-98, 2.2081 ,,,,,,,,
25-Mar-98, 2.1985 ,,,,,,,,
26-Mar-98, 2.1999 ,,,,,,,,
30-Mar-98, 2.1860 ,,,,,,,,
31-Mar-98, 2.1726 ,,,,,,,,
1-Apr-98, 2.1652 ,,,,,,,,
2-Apr-98, 2.1761 ,,,,,,,,
3-Apr-98, 2.1717 ,,,,,,,,
6-Apr-98, 2.1781 ,,,,,,,,
7-Apr-98, 2.1994 ,,,,,,,,
8-Apr-98, 2.2014 ,,,,,,,,
13-Apr-98, 2.2226 ,,,,,,,,
14-Apr-98, 2.2418 ,,,,,,,,
15-Apr-98, 2.2512 ,,,,,,,,
16-Apr-98, 2.2524 ,,,,,,,,
17-Apr-98, 2.2439 ,,,,,,,,
20-Apr-98, 2.2285 ,,,,,,,,
21-Apr-98, 2.2163 ,,,,,,,,
22-Apr-98, 2.2171 ,,,,,,,,
23-Apr-98, 2.2033 ,,,,,,,,
24-Apr-98, 2.1962 ,,,,,,,,
27-Apr-98, 2.1897 ,,,,,,,,
28-Apr-98, 2.1868 ,,,,,,,,
29-Apr-98, 2.1881 ,,,,,,,,
30-Apr-98, 2.1924 ,,,,,,,,
4-May-98, 2.1968 ,,,,,,,,
5-May-98, 2.2043 ,,,,,,,,
6-May-98, 2.2021 ,,,,,,,,
7-May-98, 2.1971 ,,,,,,,,
8-May-98, 2.2026 ,,,,,,,,
12-May-98, 2.2059 ,,,,,,,,
13-May-98, 2.1995 ,,,,,,,,
14-May-98, 2.1974 ,,,,,,,,
15-May-98, 2.1960 ,,,,,,,,
18-May-98, 2.1979 ,,,,,,,,
19-May-98, 2.1967 ,,,,,,,,
20-May-98, 2.1976 ,,,,,,,,
21-May-98, 2.1990 ,,,,,,,,
22-May-98, 2.1981 ,,,,,,,,
25-May-98, 2.1987 ,,,,,,,,
26-May-98, 2.1982 ,,,,,,,,
27-May-98, 2.1904 ,,,,,,,,
28-May-98, 2.1933 ,,,,,,,,
29-May-98, 2.1934 ,,,,,,,,
1-Jun-98, 2.1923 ,,,,,,,,
2-Jun-98, 2.1841 ,,,,,,,,
3-Jun-98, 2.1847 ,,,,,,,,
4-Jun-98, 2.1818 ,,,,,,,,
5-Jun-98, 2.1851 ,,,,,,,,
8-Jun-98, 2.1840 ,,,,,,,,
9-Jun-98, 2.1866 ,,,,,,,,
10-Jun-98, 2.1890 ,,,,,,,,
11-Jun-98, 2.1867 ,,,,,,,,
15-Jun-98, 2.1862 ,,,,,,,,
16-Jun-98, 2.1898 ,,,,,,,,
17-Jun-98, 2.1904 ,,,,,,,,
18-Jun-98, 2.1921 ,,,,,,,,
19-Jun-98, 2.1944 ,,,,,,,,
22-Jun-98, 2.1933 ,,,,,,,,
23-Jun-98, 2.1940 ,,,,,,,,
24-Jun-98, 2.1864 ,,,,,,,,
25-Jun-98, 2.1724 ,,,,,,,,
26-Jun-98, 2.1671 ,,,,,,,,
29-Jun-98, 2.1711 ,,,,,,,,
1-Jul-98, 2.1754 ,,,,,,,,
2-Jul-98, 2.1728 ,,,,,,,,
3-Jul-98, 2.1822 ,,,,,,,,
6-Jul-98, 2.1811 ,,,,,,,,
7-Jul-98, 2.1759 ,,,,,,,,
8-Jul-98, 2.1747 ,,,,,,,,
9-Jul-98, 2.1783 ,,,,,,,,
10-Jul-98, 2.1686 ,,,,,,,,
13-Jul-98, 2.1770 ,,,,,,,,
14-Jul-98, 2.1779 ,,,,,,,,
15-Jul-98, 2.1728 ,,,,,,,,
16-Jul-98, 2.1735 ,,,,,,,,
17-Jul-98, 2.1744 ,,,,,,,,
20-Jul-98, 2.1764 ,,,,,,,,
21-Jul-98, 2.1773 ,,,,,,,,
22-Jul-98, 2.1807 ,,,,,,,,
23-Jul-98, 2.1826 ,,,,,,,,
24-Jul-98, 2.1784 ,,,,,,,,
27-Jul-98, 2.1729 ,,,,,,,,
28-Jul-98, 2.1733 ,,,,,,,,
29-Jul-98, 2.1650 ,,,,,,,,
30-Jul-98, 2.1693 ,,,,,,,,
31-Jul-98, 2.1739 ,,,,,,,,
3-Aug-98, 2.1753 ,,,,,,,,
4-Aug-98, 2.1641 ,,,,,,,,
5-Aug-98, 2.1685 ,,,,,,,,
6-Aug-98, 2.1718 ,,,,,,,,
7-Aug-98, 2.1702 ,,,,,,,,
10-Aug-98, 2.1706 ,,,,,,,,
11-Aug-98, 2.1579 ,,,,,,,,
12-Aug-98, 2.1543 ,,,,,,,,
13-Aug-98, 2.1581 ,,,,,,,,
14-Aug-98, 2.1604 ,,,,,,,,
17-Aug-98, 2.1710 ,,,,,,,,
18-Aug-98, 2.1777 ,,,,,,,,
19-Aug-98, 2.1820 ,,,,,,,,
20-Aug-98, 2.1830 ,,,,,,,,
21-Aug-98, 2.1864 ,,,,,,,,
24-Aug-98, 2.1847 ,,,,,,,,
25-Aug-98, 2.1854 ,,,,,,,,
26-Aug-98, 2.1855 ,,,,,,,,
27-Aug-98, 2.1876 ,,,,,,,,
28-Aug-98, 2.1841 ,,,,,,,,
31-Aug-98, 2.1891 ,,,,,,,,
1-Sep-98, 2.1880 ,,,,,,,,
2-Sep-98, 2.1863 ,,,,,,,,
3-Sep-98, 2.1926 ,,,,,,,,
4-Sep-98, 2.1926 ,,,,,,,,
7-Sep-98, 2.1917 ,,,,,,,,
8-Sep-98, 2.1925 ,,,,,,,,
9-Sep-98, 2.1964 ,,,,,,,,
10-Sep-98, 2.1971 ,,,,,,,,
11-Sep-98, 2.1979 ,,,,,,,,
14-Sep-98, 2.1976 ,,,,,,,,
15-Sep-98, 2.1984 ,,,,,,,,
16-Sep-98, 2.1992 ,,,,,,,,
17-Sep-98, 2.2033 ,,,,,,,,
18-Sep-98, 2.2007 ,,,,,,,,
21-Sep-98, 2.1997 ,,,,,,,,
22-Sep-98, 2.1994 ,,,,,,,,
23-Sep-98, 2.1994 ,,,,,,,,
24-Sep-98, 2.2005 ,,,,,,,,
25-Sep-98, 2.2008 ,,,,,,,,
28-Sep-98, 2.2013 ,,,,,,,,
29-Sep-98, 2.2052 ,,,,,,,,
30-Sep-98, 2.2035 ,,,,,,,,
2-Oct-98, 2.2019 ,,,,,,,,
5-Oct-98, 2.2018 ,,,,,,,,
6-Oct-98, 2.2027 ,,,,,,,,
7-Oct-98, 2.2037 ,,,,,,,,
8-Oct-98, 2.2052 ,,,,,,,,
9-Oct-98, 2.2073 ,,,,,,,,
12-Oct-98, 2.2135 ,,,,,,,,
13-Oct-98, 2.2137 ,,,,,,,,
14-Oct-98, 2.2167 ,,,,,,,,
15-Oct-98, 2.2192 ,,,,,,,,
16-Oct-98, 2.2271 ,,,,,,,,
19-Oct-98, 2.2296 ,,,,,,,,
20-Oct-98, 2.2267 ,,,,,,,,
21-Oct-98, 2.2314 ,,,,,,,,
23-Oct-98, 2.2379 ,,,,,,,,
26-Oct-98, 2.2818 ,,,,,,,,
27-Oct-98, 2.2889 ,,,,,,,,
28-Oct-98, 2.3292 ,,,,,,,,
29-Oct-98, 2.3748 ,,,,,,,,
30-Oct-98, 2.3748 ,,,,,,,,
3-Nov-98, 2.5399 ,,,,,,,,
4-Nov-98, 2.4401 ,,,,,,,,
5-Nov-98, 2.4966 ,,,,,,,,
6-Nov-98, 2.5003 ,,,,,,,,
9-Nov-98, 2.4477 ,,,,,,,,
10-Nov-98, 2.3444 ,,,,,,,,
11-Nov-98, 2.4548 ,,,,,,,,
12-Nov-98, 2.4831 ,,,,,,,,
13-Nov-98, 2.4984 ,,,,,,,,
16-Nov-98, 2.5055 ,,,,,,,,
17-Nov-98, 2.5310 ,,,,,,,,
18-Nov-98, 2.6430 ,,,,,,,,
19-Nov-98, 2.6462 ,,,,,,,,
